"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"140",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"8",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"35",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"47",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"170",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"146",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,7.38997407906949,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"80",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"66",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.115339331328023,2.16144439505601,-1.8757331422085,Inf
"2",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"48",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"178",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"68",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"152",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"111",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"96",-2.42194729390746,1.33019093881954,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"15",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"180",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.80127182504406,-1.20834402150865,Inf
"52",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"124",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"17",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"92",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"97",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"89",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"63",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
"190",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"149",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.579793932848292,6.55352428739932,-2.1012879980139,1.70099502301665,-1.20834402150865,Inf
"176",-1.9438828357257,1.26640309343758,-0.586902311739561,-0.579793932848292,4.43108315893934,0.130569462753872,2.16144439505601,-1.8757331422085,Inf
"185",-2.42194729390746,1.26640309343758,-0.586902311739561,-0.301981361853589,4.43108315893934,0.799541009102344,2.16144439505601,-1.8757331422085,Inf
